Municipio,CodPonto,TipoRede,UGRHI,SEQID,SistHidrico,Coleta_Data,"1,1,1 - Tricloroetano","1,1,1,2 - Tetracloroetano","1,1,2 - Tricloroetano","1,1,2,2 - Tetracloroetano","1,1-Dicloro-1-Propeno","1,1-Dicloroetano","1,1-Dicloroeteno","1,2 Dicloroetano","1,2,3-Triclorobenzeno","1,2,3-Tricloropropano","1,2,4-Triclorobenzeno","1,2,4-Trimetilbenzeno","1,2-Dibromo-3-Cloropropano","1,2-Dibromoetano","1,2-Diclorobenzeno","1,2-Dicloropropano","1,3,5 Triclorobenzeno","1,3,5-Trimetilbenzeno","1,3-Diclorobenzeno","1,3-Dicloropropano","1,4-Diclorobenzeno",1-Cloro-2-Metilbenzeno,1-Cloro-4-Metilbenzeno,1-Metil-Naftaleno,"2,2-Dicloropropano",2-Clorotolueno,2-Metil-Naftaleno,4-Clorotolueno,Acenafteno,Acenaftileno,Alcalinidade Bicarbonato,Alcalinidade Carbonato,Alcalinidade Hidróxido,Alcalinidade Total,Alumínio Dissolvido,Alumínio Total,Antraceno,Arsênio Total,Benzeno,Benzo(a)antraceno,Benzo(a)pireno,Benzo(b)fluoranteno,"Benzo(g,h,i)perileno",Benzo(k)fluoranteno,Boro Total,Bromobenzeno,Bromoclorometano,Bromodiclorometano,Bromofórmio,Bário Total,Carbono Orgânico Dissolvido,Carbono Orgânico Total,Chumbo Total,Cilindrospermopsina,Cloreto Total,Cloreto de Metileno,Cloreto de vinila,Clorobenzeno,Cloroetano,Clorofila-a,Clorofórmio,Cobre Dissolvido,Cobre Total,Condutividade,Cor Verdadeira,Criseno,Crômio Total,Cádmio Total,Cálcio Total,"DBO (5, 20)",DQO,"Dibenzo(a,h)antraceno",Dibromoclorometano,Dibromometano,Dureza,Ens. Ecotoxic. c/ Vibrio fischeri,Escherichia coli**,Estireno,Etilbenzeno,Fenantreno,Fenóis Totais,Feofitina-a,Ferro Dissolvido,Ferro Total,Fluoranteno,Fluoreno,Fluoreto Total,Fósforo Total,Fósforo-Ortofosfato,Hexaclorobutadieno,"Indeno(1,2,3-cd)pireno",Isopropilbenzeno,Magnésio Total,Manganês Total,Mercúrio Total,Microcistinas,Naftaleno,Nitrogênio Amoniacal,Nitrogênio Kjeldahl,Nitrogênio-Nitrato,Nitrogênio-Nitrito,Níquel Total,Número de Células de Cianobactérias,Oxigênio Dissolvido,Pireno,Potencial de Formação de THM,Potássio,Profundidade da Coleta,Salinidade,Saxitoxina,Subst. Tensoat. reagem c/ Azul Metileno,Sulfato Total,Sódio,Sólido Dissolvido Total,Sólido Suspenso Total,Sólido Total,TA98 + S9,TA98 - S9,Temperatura da Água,Temperatura do Ar,Tetracloreto de Carbono,Tetracloroeteno,Tetracloroetileno,Tolueno,Tricloroeteno,Tricloroetileno,Triclorofluormetano,Turbidez,Zinco Total,"cis-1,2-Dicloroeteno","m,p-Xileno",n-Butilbenzeno,n-Propilbenzeno,o-Xileno,p-Isopropiltolueno,pH,sec-Butilbenzeno,terc-Butilbenzeno,"trans-1,2-Dicloroeteno",Óleos e Graxas
CUBATAO,MOJI02800,Rede Básica,07 - BAIXADA SANTISTA,209,Rio Moji - MOJI,03/28/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.96,9.2,,,8.01,,,,,,,,,230,,,,,,5,,,,,,,2100,,,,,,,,,,0.6,2.19,,,,,,,,,,1,1,6.69,0.25,,,4.9,,,,,1,,,44.3,,106,,126,,,22.5,26,,,,,,,,4.62,,,,,,,,6.63,,,,
CUBATAO,MOJI02800,Rede Básica,07 - BAIXADA SANTISTA,209,Rio Moji - MOJI,05/23/2017,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,0.05,,0.02,0.05,,,,,0.21,0.45,0.02,,10,0.015,0.01,0.015,0.08,0.015,,,,,,0.1,8.91,10.2,0.01,,6.19,,,,,1.34,,0.005,0.005,156,,0.015,0.01,0.001,9.24,11,,0.015,,,34.8,,112,,10,0.02,,0.53,0.31,0.44,0.02,0.02,0.44,1.05,,,0.08,,2.87,0.35,0.001,,0.03,4.5,5,5.7,0.21,0.01,,5.7,0.02,,2.92,,1,,0.08,24.5,5.1,102,,134,,,19.9,21.1,,,,10,,,,5.1,0.033,,,,,10,,6.82,,,,
CUBATAO,MOJI02800,Rede Básica,07 - BAIXADA SANTISTA,209,Rio Moji - MOJI,07/25/2017,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,0.05,,0.02,0.05,,,,,0.41,0.5,0.02,,10,0.015,0.01,0.015,0.08,0.015,,,,,,0.027,8.57,9.37,0.01,,9.64,,,,,0.82,,0.005,0.005,198,,0.015,0.01,0.001,13.2,14,,0.015,,,51.2,,400,,10,0.02,,0.48,0.42,0.74,0.02,0.02,4.7,1.35,,,0.08,,4.44,0.52,0.001,,0.03,6.6,7.2,6.83,0.6,0.01,,5.5,0.02,,4.63,,1,,0.08,35.5,8.08,114,,152,,,19,20.4,,,,10,,,,1.95,0.03,,,,,10,,6.33,,,,
CUBATAO,MOJI02800,Rede Básica,07 - BAIXADA SANTISTA,209,Rio Moji - MOJI,09/27/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7,24.8,,,11.5,,,,,,,,,495,,,,,,28,,,,,,,8900,,,,,,,,,,1.28,0.84,,,,,,,,,,28.7,29.7,2.36,2.8,,,1.2,,,,,1,,,53.4,,228,,260,,,23.6,24,,,,,,,,8.49,,,,,,,,7.09,,,,
CUBATAO,MOJI02800,Rede Básica,07 - BAIXADA SANTISTA,209,Rio Moji - MOJI,11/30/2017,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.15,,,0.16,,0.02,0.05,,,,,0.1,0.7,0.02,,2.5,0.015,0.01,0.015,0.08,0.015,,2.5,10,2.5,10,0.02,8.19,11.9,0.01,,9.7,2.5,2.5,2.5,,0.56,2.5,0.005,0.005,215,,0.015,0.05,0.001,11,19,,0.015,2.5,10,42,,68,5,2.5,0.02,,1.11,0.6,0.7,0.02,0.02,0.32,0.7,,5,0.08,2.5,4,0.4,0.0001,,,5.9,6.4,5.82,0.18,0.02,,6.13,0.02,,3,,1,,0.09,48.7,7,140,,220,,,21.5,24.2,2,2.5,,2.41,2.5,,,4.11,0.1,2.5,5,2.5,2.5,2.5,2.5,8.05,2.5,2.5,2.5,
CUBATAO,MOJI02800,Rede Básica,07 - BAIXADA SANTISTA,209,Rio Moji - MOJI,01/10/2018,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.05,,,0.05,,0.02,0.05,,,,,1.42,1.55,0.02,,2.5,0.015,0.01,0.015,0.08,0.015,,2.5,10,2.5,10,0.1,6.46,6.99,0.01,,10.3,2.5,2.5,2.5,,1.5,2.5,0.005,0.005,368,,0.015,0.01,0.001,16,12,,0.015,2.5,10,83.6,,200,5,2.5,0.02,,1.5,0.54,0.9,0.02,0.02,3.1,1.66,1.68,5,0.08,2.5,10.6,0.54,0.001,,0.03,10.1,10.7,18,0.24,0.01,,5.6,0.02,,3.25,,1,,0.08,56.9,10.7,330,,392,,,22.5,27.8,2,2.5,,2,2.5,,,1.79,0.045,2.5,5,2.5,2.5,2.5,2.5,4.46,2.5,2.5,2.5,
CUBATAO,MOJI02800,Rede Básica,07 - BAIXADA SANTISTA,209,Rio Moji - MOJI,03/07/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,11.5,,,14.9,,,,,,,,,779,,,,,,5,,,,,,,1700,,,,,,,,,,0.99,3.47,4.8,,,,,,,,,51.4,62,51.5,0.19,,,5.4,,,,,1,,,40.9,,134,,142,,,24.2,28.5,,,,,,,,10.2,,,,,,,,6.25,,,,
CUBATAO,MOJI02800,Rede Básica,07 - BAIXADA SANTISTA,209,Rio Moji - MOJI,05/02/2018,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,0.05,,0.02,0.05,,,,,0.055,0.19,0.02,,10,0.015,0.01,0.015,0.08,0.015,,,,,,0.1,1.68,2.01,0.01,,6.91,,,,,1.67,,0.005,0.005,198,,0.015,0.01,0.001,9.32,5,,0.015,,,37.6,,148,,10,0.02,,1.5,0.21,0.36,0.02,0.02,0.49,0.33,0.18,,0.08,,3.47,0.49,0.001,,0.03,7,7.8,10.3,0.092,0.01,,5.6,0.02,,2.62,,1,,0.08,28.1,6.45,128,,140,,,22.4,27.3,,,,10,,,,2.21,0.027,,,,,10,,6.14,,,,
CUBATAO,MOJI02800,Rede Básica,07 - BAIXADA SANTISTA,209,Rio Moji - MOJI,07/31/2018,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,0.06,,0.02,0.05,,,,,0.076,0.66,0.02,,10,0.015,0.02,0.015,0.08,0.015,,,,,,0.1,13.4,19,0.01,,14.8,,,,,5.35,,0.005,0.005,471,,0.032,0.01,0.001,20,30,,0.015,,,71,,780,,10,0.05,,1.5,0.27,1.47,0.02,0.02,0.63,2.68,,,0.08,,5.13,0.56,0.001,,0.04,22.3,25.6,18.9,1.46,0.01,,2.3,0.03,,8.7,,1,,0.09,56.3,7.22,178,,220,,,20.2,21.3,,,,10,,,,21.4,0.043,,,,,10,,6.51,,,,
CUBATAO,MOJI02800,Rede Básica,07 - BAIXADA SANTISTA,209,Rio Moji - MOJI,09/26/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6,18.7,,,8.57,,,,,,,,,193.2,,,,,,31,,,,,,,136,,,,,,,,,,0.38,0.19,,,,,,,,,,5.61,6.58,3.02,0.84,,,1.3,,,,,1,,,27.9,,140,,154,,,22.4,24.1,,,,,,,,2.7,,,,,,,,6.66,,,,
CUBATAO,MOJI02800,Rede Básica,07 - BAIXADA SANTISTA,209,Rio Moji - MOJI,11/28/2018,,,,,,,,,,,,,,,,,,,,,,,,0.36,,,0.57,,0.02,0.05,,,,,0.05,0.36,0.02,,,0.015,0.01,0.015,0.08,0.015,,,,,,0.1,2.87,4.18,0.01,,11,,,,,1.5,,0.005,0.005,161,,0.015,0.01,0.001,7.93,7,,0.015,,,32.1,,720,,,0.02,,1.5,0.21,0.36,0.02,0.02,0.35,0.44,,,0.08,,3,0.36,0.001,,0.03,3.88,4.4,5.85,0.1,0.01,,7.6,0.02,,2.02,,1,,0.08,24.3,4.81,144,,218,,,21.2,26.1,,,,,,,,3.01,0.078,,,,,,,6.94,,,,
CUBATAO,MOJI02800,Rede Básica,07 - BAIXADA SANTISTA,209,Rio Moji - MOJI,01/09/2019,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.08,10,,0.12,,0.02,0.05,,,,,0.86,0.92,0.02,,2.5,0.015,0.01,0.015,0.08,0.015,,2.5,10,2.5,10,0.1,,6.98,0.01,,11.4,2.5,2,2.5,,0.56,2.5,0.005,0.005,342,,0.015,0.01,0.001,13.3,11,,0.015,2.5,10,47.3,,328,5,2.5,0.02,,1.12,0.93,1.25,0.02,0.02,14.6,3.7,2.95,5,0.08,2.5,3.42,0.32,0.0001,,0.03,6.9,7.76,9.34,0.16,0.01,,4.8,0.02,,5.25,,1,,0.08,40.1,7.88,144,,158,,,25.8,30.1,2,2.5,,2,2.5,,,3.16,0.04,2.5,5,2.5,2.5,2.5,2.5,3.49,2.5,2.5,2.5,
CUBATAO,MOJI02800,Rede Básica,07 - BAIXADA SANTISTA,209,Rio Moji - MOJI,03/13/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87,,,6.74,,,,,,,,,158,,,,,,5,,,,,,,76,,,,,,,,,,0.68,0.43,0.24,,,,,,,,,2.27,3.07,5.74,0.076,,,8.3,,,,,1,,,30.1,,112,,128,,,23.7,27,,,,,,,,4.94,,,,,,,,7.04,,,,
CUBATAO,MOJI02800,Rede Básica,07 - BAIXADA SANTISTA,209,Rio Moji - MOJI,05/15/2019,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,0.05,,0.02,0.05,,,,,0.2,0.65,0.02,,10,0.015,0.01,0.015,0.08,0.015,,,,,,0.1,,5.3,0.01,,5.36,,,,,0.89,,0.005,0.005,109,,0.015,0.01,0.001,6.79,5,,0.015,,,28.5,,80,,10,0.02,,1.6,0.25,0.49,0.02,0.02,0.21,0.23,0.1,,0.08,,2.8,0.29,0.0001,,0.03,3.8,6.16,4.86,0.053,0.01,,6.9,0.02,,2.71,,1,,0.08,16.4,4.6,124,,158,,,20.9,25.3,,,,10,,,,8.79,0.071,,,,,10,,5.71,,,,
CUBATAO,MOJI02800,Rede Básica,07 - BAIXADA SANTISTA,209,Rio Moji - MOJI,07/24/2019,,,,,,,,,,,,,,,,,,,,,,,,0.24,,,0.38,,0.02,0.05,,,,,0.05,0.23,0.02,,10,0.015,0.01,0.015,0.08,0.015,,,,,,0.1,,5,0.01,,7.29,,,,,0.82,,0.005,0.005,161,,0.015,0.01,0.001,9.81,10,,0.015,,,41,,59,,10,0.03,,1.48,0.29,0.44,0.02,0.03,0.43,0.92,0.48,,0.08,,4.01,0.37,0.0001,,0.03,5.31,7.1,6.27,0.26,0.01,,4.4,0.02,,5.3,,1,,0.08,24,12,100,,112,,,19.6,22.3,,,,10,,,,2.27,0.027,,,,,10,,6,,,,
CUBATAO,MOJI02800,Rede Básica,07 - BAIXADA SANTISTA,209,Rio Moji - MOJI,09/11/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.34,,,9.86,,,,,,,,,275,,,,,,18,,,,,,,116,,,,,,,,,,2.48,3.08,2.98,,,,,,,,,12.7,13.5,6.65,0.37,,,5.9,,,,,1,,,51.7,,122,,154,,,20.6,21.6,,,,,,,,1.68,,,,,,,,5.56,,,,
CUBATAO,MOJI02800,Rede Básica,07 - BAIXADA SANTISTA,209,Rio Moji - MOJI,11/27/2019,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,0.05,10,2.5,0.05,2.5,0.02,0.05,,,,,0.086,0.54,0.02,,2.5,0.015,0.01,0.015,0.08,0.015,,2.5,10,2.5,10,0.1,,8.17,0.01,,8.34,2.5,,2.5,,1.5,2.5,0.005,0.005,254,,0.015,0.01,0.001,13.7,15,,0.015,2.5,10,52.6,,104,5,2.5,0.02,,1.5,0.43,0.7,0.02,0.02,0.65,1.22,0.49,5,0.08,2.5,4.44,0.46,0.0002,,0.03,12.5,13.2,6.37,0.21,0.01,,7.1,0.02,,3.28,,1,,0.08,51.4,8.9,106,,138,,,21.1,22.6,2,2.5,,2,2.5,,,2.74,0.041,2.5,5,2.5,2.5,2.5,2.5,6.76,2.5,2.5,2.5,
CUBATAO,MOJI02800,Rede Básica,07 - BAIXADA SANTISTA,209,Rio Moji - MOJI,03/04/2020,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,0.05,10,2.5,0.05,2.5,0.02,0.05,,,,,0.12,1.02,0.02,,2.5,0.015,0.01,0.015,0.08,0.015,,2.5,10,2.5,10,0.1,,3.04,0.01,,3.77,2.5,2,2.5,,1,2.5,0.005,0.005,94,,0.015,0.01,0.001,5.89,5,,0.015,2.5,10,,,720,5,2.5,0.02,,3.2,0.16,0.53,0.02,0.02,0.16,0.1,0.1,5,0.08,2.5,1.84,0.18,0.0002,,0.03,1,2.16,2.92,0.018,0.01,,8.8,0.02,,1.88,,1,,0.08,12.8,4.12,50,,136,,,22.3,27.7,2,2.5,,2,2.5,,,20.2,0.01,2.5,5,2.5,2.5,2.5,2.5,5.54,2.5,2.5,2.5,
CUBATAO,MOJI02800,Rede Básica,07 - BAIXADA SANTISTA,209,Rio Moji - MOJI,06/16/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59,,,,,,,,,,,,,,0.1,,34.6,0.01,,15,,,,,1,,,0.005,282,,,0.01,0.001,14,,,,,,51.7,,80,,,,,2.2,,1.22,,,1.3,1.31,0.67,,,,4.05,0.44,0.0002,,,7.5,9.16,5.99,0.3,0.01,,4.2,,,5.23,,1,,,36.8,9.06,134,,192,,,19.7,22.6,,,,,,,,5.19,0.03,,,,,,,6.11,,,,
CUBATAO,MOJI02800,Rede Básica,07 - BAIXADA SANTISTA,209,Rio Moji - MOJI,09/24/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.11,,,,,,,,,,,,,,0.1,,20.1,0.01,,4.64,,,,,1,,0.005,0.005,114,,,0.01,0.001,7.33,,,,,,28.6,,620,,,,,3.5,0.17,0.22,,,0.18,0.071,0.1,,,,2.51,0.13,0.0002,,,2.03,2.53,3.35,0.13,0.01,,8.7,,,1.51,,1,,,17.4,4,132,,160,,,18.4,22.6,,,,,,,,3.12,0.01,,,,,,,6.78,,,,
CUBATAO,MOJI02800,Rede Básica,07 - BAIXADA SANTISTA,209,Rio Moji - MOJI,11/04/2020,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,0.08,10,2.5,0.12,2.5,0.02,0.05,,,,,0.05,0.2,0.02,,2.5,0.015,0.01,0.015,0.08,0.015,,2.5,10,2.5,10,0.1,,16,0.01,,7.62,2.5,2,2.5,,1,2.5,0.005,0.005,186,,0.015,0.01,0.001,10.7,,,0.015,2.5,10,40.8,,216,5,2.5,0.02,,2.6,0.3,0.46,0.02,0.02,0.8,0.26,0.1,5,0.08,2.5,3.41,0.2,0.0002,,0.03,6.33,8.2,6.76,0.17,0.01,,5.1,0.02,,2.94,,1,,,29.1,7.28,102,,176,,,19.1,23,2,2.5,,2,2.5,,,3.34,0.01,2.5,5,2.5,2.5,2.5,2.5,6.46,2.5,2.5,2.5,
CUBATAO,MOJI02800,Rede Básica,07 - BAIXADA SANTISTA,209,Rio Moji - MOJI,12/02/2020,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,0.05,10,2.5,0.05,2.5,0.02,0.05,,,,,0.088,0.22,0.02,,2.5,0.015,0.01,0.015,0.08,0.015,,2.5,10,2.5,10,0.1,,6.58,0.01,,6.08,2.5,2,2.5,,1,2.5,0.005,0.005,190,,0.015,0.01,0.001,14.6,,,0.015,2.5,10,56.4,,8200,5,2.5,0.02,,7.4,0.15,0.35,0.02,0.02,0.31,0.97,0.72,5,0.08,2.5,4.84,0.2,0.0002,,0.03,6.02,6.92,6.13,0.23,0.01,,4.6,0.02,,5.56,,1,,,21,10.4,50,,50,,,24,26.1,2,2.5,,2,2.5,,,4.21,0.019,2.5,5,2.5,2.5,2.5,2.5,6.54,2.5,2.5,2.5,
CUBATAO,MOJI02800,Rede Básica,07 - BAIXADA SANTISTA,209,Rio Moji - MOJI,03/01/2021,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,0.05,10,2.5,0.05,2.5,0.02,0.05,,,,,0.13,0.49,0.02,,2.5,0.015,0.01,0.015,0.08,0.015,,2.5,10,2.5,10,0.1,,9.1,0.01,,6.56,2.5,2,2.5,,1,2.5,0.005,0.005,220,,0.015,0.01,0.001,11,,,0.015,2.5,10,42.8,,100,5,2.5,0.02,,1.1,0.38,0.67,0.02,0.02,0.84,0.66,0.3,5,0.08,2.5,3.71,0.4,0.0002,,0.03,5.56,5.65,5.89,0.24,0.01,,5.1,0.02,,3.01,,1,,,26.2,5.85,152,,164,,,24.8,27.7,2,2.5,,2,2.5,,,4.38,0.028,2.5,5,2.5,2.5,2.5,2.5,6.03,2.5,2.5,2.5,
CUBATAO,MOJI02800,Rede Básica,07 - BAIXADA SANTISTA,209,Rio Moji - MOJI,06/08/2021,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,0.05,10,2.5,0.05,2.5,0.02,0.05,,,,,0.05,0.3,0.02,,2.5,0.015,0.01,0.015,0.08,0.015,,2.5,10,2.5,10,0.1,,22.7,0.01,,14.7,2.5,2,2.5,,5.88,2.5,0.005,0.005,227,,0.015,0.01,0.001,12.9,,,0.015,2.5,10,46.9,,20000,5,2.5,0.02,,1.6,0.22,0.61,0.02,0.02,0.39,3.16,2.69,5,0.08,2.5,3.58,0.26,0.0002,,0.03,10.7,21.4,4.82,1.6,0.01,,4.6,0.02,,10.7,,0.1,,,28.6,6.37,110,,166,,,21.2,24,2,2.5,,2,2.5,,,10.4,0.014,2.5,5,2.5,2.5,2.5,2.5,7.7,2.5,2.5,2.5,
CUBATAO,MOJI02800,Rede Básica,07 - BAIXADA SANTISTA,209,Rio Moji - MOJI,09/14/2021,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,3.41,,,0.21,10,2.5,0.35,2.5,0.02,0.05,,,,,0.13,0.41,0.02,,2.5,0.015,0.01,0.015,0.08,0.015,,2.5,10,2.5,10,0.1,,19.3,0.01,,8.8,2.5,2,2.5,,0.56,2.5,0.005,0.005,217,,0.015,0.01,0.001,12.4,,,0.015,2.5,10,49.9,,72,5,2.5,0.02,,0.94,0.53,0.97,0.02,0.02,1.38,1.96,1.02,5,0.08,2.5,4.59,0.44,0.0002,,0.04,7.81,8.17,6.42,0.44,0.01,,5.7,0.02,,4.08,,0.1,,,33.5,7.46,136,,166,,,23.9,30,2,2.5,,18.2,2.5,,,4.82,0.02,2.5,5,2.5,2.5,2.5,2.5,6.48,2.5,2.5,2.5,
CUBATAO,MOJI02800,Rede Básica,07 - BAIXADA SANTISTA,209,Rio Moji - MOJI,11/30/2021,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,0.05,10,2.5,0.05,2.5,0.02,0.05,,,,,0.31,0.34,0.02,,2.5,0.015,0.01,0.015,0.08,0.015,,2.5,10,2.5,10,0.1,,6.53,0.01,,9.7,2.5,2,2.5,,0.8,2.5,0.005,0.005,1962,,0.015,0.01,0.001,13.5,,,0.015,2.5,10,48,,80,5,2.5,0.02,,1.07,0.24,0.54,0.02,0.02,6.02,3.9,3.95,5,0.08,2.5,3.49,0.33,0.0002,,0.03,8.39,10.2,7.35,0.49,0.01,,6.6,0.02,,5.75,,1,,0.08,32.5,5.89,130,,146,,,27.2,30,2,2.5,,2,2.5,,,2.42,0.034,2.5,5,2.5,2.5,2.5,2.5,6.9,2.5,2.5,2.5,
CUBATAO,MOJI02800,Rede Básica,07 - BAIXADA SANTISTA,209,Rio Moji - MOJI,03/31/2022,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,0.05,10,2.5,0.05,2.5,0.02,0.05,,,,,0.2,0.49,0.02,,2.5,0.015,0.01,0.015,0.08,0.015,,2.5,10,2.5,10,0.02,,2.35,0.01,,4.87,2.5,2,2.5,,1.57,2.5,0.005,0.005,109,,0.015,0.05,0.001,5.9,,,0.015,2.5,10,24.3,,2400,5,2.5,0.02,,0.48,0.2,0.41,0.02,0.02,0.22,0.32,0.19,5,0.08,2.5,2.33,0.22,0.0002,,0.03,2.54,2.59,3.36,0.022,0.02,,8,0.02,,2.4,,1,,0.08,15.8,3.62,70,,92,,,22,24,2,2.5,,2,2.5,,,11,0.1,2.5,5,2.5,2.5,2.5,2.5,6.41,2.5,2.5,2.5,
CUBATAO,MOJI02800,Rede Básica,07 - BAIXADA SANTISTA,209,Rio Moji - MOJI,06/09/2022,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,0.05,10,2.5,0.06,2.5,0.02,0.05,,,,,0.14,0.46,0.02,,2.5,0.015,0.01,0.015,0.08,0.015,,2.5,10,2.5,10,0.02,,6.7,0.01,,6.59,2.5,2,2.5,,1.41,2.5,0.005,0.005,191,,0.015,0.05,0.001,9.26,,,0.015,2.5,10,35.6,,2200,5,2.5,0.02,,0.56,0.33,0.54,0.02,0.02,0.81,2.95,2.59,5,0.08,2.5,3.03,0.27,0.0002,,0.03,4.21,5.71,4.33,0.21,0.02,,6.69,0.02,,3,,1,,0.08,29.2,6.03,118,,138,,,18,22,2,2.5,,2,2.5,,,4.59,0.1,2.5,5,2.5,2.5,2.5,2.5,5.8,2.5,2.5,2.5,
CUBATAO,MOJI02800,Rede Básica,07 - BAIXADA SANTISTA,209,Rio Moji - MOJI,09/01/2022,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,0.58,10,2.5,0.97,2.5,0.02,0.05,,,,,0.21,0.57,0.02,,2.5,0.015,0.01,0.015,0.05,0.015,,2.5,10,2.5,10,0.02,,24.6,0.01,,8.83,2.5,2,2.5,,0.56,2.5,0.005,0.005,194,,0.015,0.05,0.001,10.7,,,0.015,2.5,10,40.3,,600,5.07,2.5,0.02,,0.48,0.46,0.76,0.02,0.03,0.82,1.4,0.97,5,0.05,2.5,3.31,0.38,0.0002,,0.06,5.04,5.55,5.59,0.16,0.02,,8.2,0.02,,3.88,,1,,0.08,29.7,6.14,108,100,118,,,16,19,2,2.5,,8.66,2.5,,,5.48,0.1,2.5,5,2.5,2.5,2.5,2.5,7.25,2.5,2.5,2.5,
CUBATAO,MOJI02800,Rede Básica,07 - BAIXADA SANTISTA,209,Rio Moji - MOJI,12/01/2022,2.5,2.5,10,2.5,2.5,2.5,5,5,2.5,10,5,2.5,,10,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,0.24,10,2.5,0.39,2.5,0.02,0.05,,,,,0.11,0.45,0.02,,2.5,0.015,0.01,0.015,0.05,0.015,,2.5,10,2.5,10,0.02,,19.9,0.01,,4.81,2.5,2,2.5,,0.56,2.5,0.005,0.005,110,,0.015,0.05,0.001,5.72,,,0.015,2.5,10,23.7,,104,5,7.17,0.02,,0.69,0.25,0.43,0.02,0.02,0.19,0.34,0.1,5,0.05,2.5,2.29,0.23,0.0002,,0.03,2.07,3.16,3.1,0.019,0.02,,7.7,0.02,,2.18,,1,,0.08,15.7,3.92,106,100,108,,,20,26,2,2.5,,2,2.5,,,4.37,0.1,2.5,5,2.5,2.5,2.5,2.5,6,2.5,2.5,2.5,
CUBATAO,MOJI02800,Rede Básica,07 - BAIXADA SANTISTA,209,Rio Moji - MOJI,03/08/2023,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,0.07,,0.02,0.05,,,,,0.1,0.44,0.02,,,0.015,0.01,0.015,0.05,0.015,,,,,,0.02,,3.96,0.01,,6.73,,,,,1.5,,0.005,0.005,151,,0.015,0.05,0.001,7.8,,,0.015,,,30.6,,2100,,,0.02,,1.5,0.2,0.45,0.02,0.02,0.39,0.98,0.57,,0.05,,2.7,0.28,0.0002,,0.03,3.58,4.81,4.26,0.029,0.02,,8.4,0.02,,3.23,,1,,0.08,22.4,4.47,102,,86,,,19,37,,,,,,,,3.73,0.1,,,,,,,6.15,,,,10
